Artist,Title,Lyrics
Olivia Newton-John,Toughen Up,"He's the kind that takes the line of least resistance  
In this situation cupid needs assistance  
I can tell you this in confidence  
You should learn a little self-defense  
  
Toughen up  
You better believe it  
Toughen up  
You're gonna need to  
  
Toughen up  
Don't let him get the best of you  
Toughen up, yeah  
What you're looking for is only wishful thinking  
  
Word is out all over town whose bell he's ringing  
Won't you take a little good advice  
You're better hiding what you feel inside  
Toughen up  
  
You better believe it  
Toughen up  
You're gonna need to  
Toughen up  
  
Don't let him get the best of you  
Toughen up, yeah  
Don't let him tell you what to do  
To get him running after you  
  
Pretend you don't care about the guy  
Never let him see you cry  
If you love him take a tip from me  
It's a sensible philosophy  
  
Toughen up  
Enough is enough  
Toughen up  
Show him you're hot stuff  
  
Toughen up  
Don't let him get one over you  
Toughen up, yeah  
Toughen up  
  
You better believe it  
Toughen up  
You're gonna need to  
Toughen up  
  
Don't let him get the best of you  
Toughen up, yeah  
Toughen up  
Enough is enough  
  
Toughen up  
Show him you're hot stuff  
Toughen up  
Don't let him get one over you  
  
Toughen up, yeah

"
The Jam,HEY MISTER,"Because it's real you think it's a joke  
Because it's on your doorstep you have to have a poke  
At someone  
It's only a cliche because it's all true  
Time after time it happens through and through  
To a new generation  
  
You're just so smug in your elected seat  
You've got your papers sorted out but you can't find your feet  
Well, I'm not surprised  
  
Hey mister with your head in the clouds  
You can't see further than the shillings and pounds  
The things that you say don't mean nothing anymore  
You have no control they've broken down all the doors  
And the only way that you'll fix them up  
Is another war  
  
If you think I'm gonna die in a financial war  
You've got another thing coming and  
And what's more there's lots like me  
  
You juggle lives around with the stroke of a pen  
But we've paid to see that move and now we won't pay again  
The cost is too high  
  
Hey mister your smiles been erased  
You can't understand why we're losing face  
Perhaps it's the promises that you never kept

"
Miley Cyrus,"Love, Money, Party","Money ain't nothing but money  
When you get to the money, ain't nothing but money  
Love ain't nothing but love, when you learn to love, ain't nothing but love  
Party ain't nothing but a party when you party everyday, ain't nothing but a
party  
  
Love, money, party, love, money, party  
Love, money, party, love, money, party  
We want love, money, party  
  
If I can't trust then why am I giving my heart  
In exchange for him to love me  
'Cause there ain't much difference  
In a one night stand then one that ain't for me  
Giving too much cause you hate that you love  
Everything that he do and you can't deny you want him  
So what, light a fire underneath this bitch and blow  
  
Money ain't nothing, money can't buy you love  
I don't give a damn if he's sitting on a crib  
Money ain't nothing, what about the real and the way you build  
Money get low and the DJ stop and the music slow down and the shit gets blurry  
  
Love, money, party  
Money ain't nothing but money  
When you get to the money, ain't nothing but money  
Love ain't nothing but love, when you learn to love, ain't nothing but love  
Party ain't nothing but a party when you party everyday, ain't nothing but a
party  
  
Love, money, party, love, money, party  
Love, money, party, love, money, party  
We want love, money, party  
  
I've been through heartbreaks, heartbreaks  
Much for anybody with a human heart to take  
You know it's something that you care to elaborate  
But I've been left with the live bait  
I done messed with the fire, I met a girl on the side  
I done leave it all on the line  
  
Money ain't nothing, money can't buy you love  
I don't give a damn if he's sitting on a crib  
Money ain't nothing, what about the real and the way you build  
Money get low and the DJ stop and the music slow down and the shit gets blurry  
  
Love, money, party  
Money ain't nothing but money  
When you get to the money, ain't nothing but money  
Love ain't nothing but love, when you learn to love, ain't nothing but love  
Party ain't nothing but a party when you party everyday, ain't nothing but a
party  
  
Love, money, party, love, money, party  
Love, money, party, love, money, party  
We want love, money, party  
  
Okay, I walk in, sorta late  
My girl and watch both coordinate  
They both got that Gordon space  
They both shine, they both mine  
Getting green 'cause it's go time  
God damn, I'm so fine  
All the guys oh super model type girls  
Yeah, I'm chilling with those kind  
B.I.G. Sean don, whine Perion  
Detroit, player boy, get my berry on  
On an all night flight to an island  
I'll be gone in the morning  
I don't even need a carry on  
What, this that all night, get dressed up shit  
Red cup, get messed up shit  
Me and Miley, it's just us bitch  
  
Money ain't nothing but money  
When you get to the money, ain't nothing but money  
Love ain't nothing but love, when you learn to love, ain't nothing but love  
Party ain't nothing but a party when you party everyday, ain't nothing but a
party  
  
Love, money, party, love, money, party  
Love, money, party, love, money, party  
We want love, money, party

"
Don Henley,You Better Hang Up,"Out here in the country where the weather gets so mean  
She thinks about the places that she ain't never seen  
She knows that she's married but she can't remember why  
And she wonders what it might feel like with some other guy  
  
And though she's hotter than an oven  
Just to fill your lovin' cup  
If a man answers, you better hang up  
  
You better hang up  
You better hang up  
You better hang up  
You better hang up  
  
You're from New York City where they don't say no prayers  
Anything goes and nobody cares  
And the country girl might thrill ya but you better pass her by  
'Cause her ol' man love to kill ya for the look that's in your eye  
  
And though you're hotter than an oven  
Just to fill her lovin' cup  
If a man answers, you better hang up  
  
You better hang up  
You better hang up  
You better hang up  
You better hang up  
You better hang up  
You better hang up  
You better hang up  
You better hang up

"
Evanescence,Where Will You Go,"You're too important for anyone  
There's something wrong with everything you see  
But I, I know who you really are  
You're the one who cries when you're alone  
  
[Chorus]  
But where will you go  
With no one left to save you from yourself  
You can't escape  
You can't escape  
  
You think that I can't see right through your eyes  
Scared to death to face reality  
No one seems to hear your hidden cries  
You're left to face yourself alone  
  
[Chorus]  
  
I realize you're afraid  
But you can't abandon everyone  
You can't escape  
You don't want to escape  
  
I'm so sick of speaking words that no one understands  
Is it clear enough that you can't live your whole life all alone  
I can hear you in a whisper  
But you can't even hear me screaming  
  
[Chorus]  
  
I realize you're afraid  
But you can't reject the whole world  
You can't escape  
You won't escape  
You can't escape  
You don't want to escape

"
Ocean Colour Scene,Huckleberry Grove,"Shirley was a lady whose teeth were made of gold  
She danced before the music and everything it told  
  
Huckleberry Grove  
Where the music plays into tomorrow night  
Huckleberry Grove  
Only fools would need to argue or to fight  
  
Shirley had eight children and each of them were told  
You got joy for singing burning in your soul  
  
Huckleberry Grove  
Where the idiots can't ease you of your mind  
Huckleberry Grove  
Take a free train, leave your luggage far behind  
  
Oh she sings shangri-la  
Oh she sings shangri-la  
  
Shirley was a lady who mostly stayed at home  
But she went out dancing down Huckleberry Grove  
  
Huckleberry Grove  
Where the music plays into tomorrow night  
Huckleberry Grove  
You'll be groovin' on the best days of your life  
Huckleberry Grove  
Where the music's guaranteed to blow your mind  
Huckleberry Grove  
Leave your luggage, get a free train, get behind  
  
Oh she sings shangri-la  
Oh she sings shangri-la

"
Linda Ronstadt,Little Girl Blue,"Sit there and count your fingers  
What can you do  
Old girl you're through  
Sit there and count your little fingers  
Unlucky little girl blue  
  
Sit there and count the raindrops  
Falling on you  
It's time you knew  
All you can count on is the raindrops  
That fall on little girl blue  
  
No use old girl  
You may as well surrender  
Your hope is getting slender  
Why won't somebody send a tender blue boy  
To cheer up little girl blue  
  
When I was very young  
The world was younger than I  
As merry as a carousel  
The circus tent was strung with every star in the sky  
Above the ring I love so well  
Now the young world has grown old  
Gone are the tinsel and gold  
  
All you can count on is the raindrops  
That fall on little girl blue  

"
Bing Crosby,Santa Claus Is Coming To Town,"You better watch out, you better not cry  
You better not pout, I'm telling you why, why?  
Santa Claus is coming to town  
  
He's making a list  
And checking it twice  
He's gonna find out who's naughty and nice  
Santa Claus is coming to town  
  
He sees you when you're sleeping  
He knows when you're awake  
He knows if you've been bad or good  
So be good for goodness sake  
  
You better watch out, you better not cry  
You better not pout, I'm telling you why  
Santa Claus is coming to town  
  
Little tin horns, little toy drums  
Rudy-toot-toot and rummy tum tums  
Santa Claus is coming to town  
  
And curly head dolls that cuddle and coo  
Elephants, boats and kiddy cars too  
Santa Claus is coming to town  
  
The kids and girls in boy land  
Will have a jubilee  
They're gonna build a toy land town  
All around the Christmas tree  
  
You better watch out, you better not cry  
You better not pout, I'm telling you why  
Santa Claus is coming to town  
  
He sees you when you're sleeping  
And he knows when you're awake  
He knows if you've been bad or good  
So be good for goodness sake  
  
You better watch out, you better not cry  
You better not pout, I'm telling you why  
Santa Claus is coming to town  
  
You better watch out, you better not cry  
You better not pout, I'm telling you why  
Santa Claus is coming to town  
  
You mean the big fat man  
With the long white beard  
He's coming to town

"
Jackson Browne,Downtown,"Downtown people gotta work a little harder  
Working downtown  
Downtown, they got to think a little quicker  
'Cause they're downtown  
Downtown, the breaks are harder  
Downtown, the thieves are smarter  
I've got this place I'm renting  
It cost me next to nothing, downtown  
Nobody comes around telling me  
I gotta turn the sound down  
Broadway, down on the corner  
The Bible screamer, the plasma donor  
Buses, car horns, ghetto blasters  
The shouts and cries of the human disasters  
It's all music  
It's all music  
Downtown  
It's all music  
It's all music  
I feel alright when I'm downtown  
My feet are light when I'm downtown  
I cast my hopes on the human tide  
I place my bet and let it ride  
I'm open wide when I'm downtown  
Downtown, there's every kind of people  
Walkin' 'round downtown  
Downtown, there's every language  
Every human sound, downtown  
Downtown, the nights are longer  
Downtown, the sights are stronger  
Downtown, wandering all around, downtown  
It's all music  
Eight blocks south of city hall  
The rats run free and the winos crawl  
Darkness falls on the vast machine  
Where the future stalks the American dream  
I feel alright when I'm downtown  
My head feels light when I'm downtown  
It's all in sight when I'm downtown  
I feel alright when I'm downtown  

"
Oingo Boingo,What You See,"What you see is what you get  
Don't relax you're not home yet  
What you see is what you get  
Don't relax you're not home yet  
Put your life into my hands  
Look around you'll understand  
Put your life into my hands  
It's the '80's idiot  
What you see is what you get  
It's the '80's little fool  
Don't forget the golden rule  
What you see is what you get  
What the hell did you expect  
Pretty red roses, wet puppy noses  
Men with rubber hoses is more like it  
What you see is not always what you get  
A lesson we must not forget  
One never knows what to expect  
So close your eyes and what you get  
Is what you see and what you get  
Open up your eyes and look around  
Then close them tight and kiss the ground  
You better be thankful you're alive  
And how much longer can you survive  
Underneath the mask there's something brewing  
Underneath the ground there's something moving  
It's the '80's idiot  
What you see is what you get  
It's the '80's little fool  
Don't forget the golden rule  
What you see is what you get  
What the hell did you expect  
Pretty red roses, wet puppy noses  
Men with rubber hoses is more like it  
Patrolling the street with all of their friends  
Bashing you around trying to make you like them  
What you see is what you get  
  

"
Elton John,Have Mercy On The Criminal,"Have you heard the dogs at night  
Somewhere on the hill  
Chasing some poor criminal  
And I guess they're out to kill  
  
Oh there must be shackles on his feet  
And mother in his eyes  
Stumbling through the devil-dark  
With the hound pack in full cry  
  
Have mercy on the criminal  
Who is running from the law  
Are you blind to the winds of change  
Don't you hear him any more  
  
Praying Lord you got to help me  
I am never gonna sin again  
Just take these chains from around my legs  
Sweet Jesus I'll be your friend  
  
Now have you ever seen the white teeth gleam  
While you lie on a cold damp ground  
You're taking in the face of a rifle butt  
While the wardens hold you down  
  
And you've never seen a friend in years  
Oh it turns your heart to stone  
You jump the walls and the dogs run free  
And the grave's gonna be your home

"
Grateful Dead,Brother Esau,"My brother Esau killed the hunter, back in 1969,  
Before the killing was done his inheritance was mine.  
When at first my brother walked away,  
Before a weary band,  
Esau gave his sleeplessness for a piece of moral land.  
Our father favored Esau, he was eager to obey,  
All the wild commandments, the old man shot his way.  
But all this ended when, my brother failed at war,  
He staggered home and found me in the door.  
Esau he's on rollerskates today,  
And he make a statement to someone in L. A.  
Sometimes at night I dream, he's still that hairy man,  
Shadow boxing the apocalypse, wandering the land.  
Esau holds the blessing, brother Esau holds the curse,  
I was thinking that the blame was mine,  
But suspected something worse.  
The more my brother looks like me, the more I understand,  
The silent war it bloodied both our hands.  
None of us can win.  
Outside that dream, still that hairy man.  
Well sometimes at night I think I understand.  
Shadowboxing the apocalypse, wandering the land

"
Uriah Heep,The Shadows And The Wind,"Oh, they're moving in again  
Hidden by the shadows  
And the wind  
But we'll just wait awhile and then  
We'll show 'em all that  
This time we ain't giving in  
  
Without a care they  
Sweep aside our dreams  
To try and make way for their own  
No more should we surrender  
To their schemes  
It's time to stand and  
Show 'em we are not alone  
  
Time has changed us all  
We have our minds  
Life has taught us  
We all have our love  
And it's time to use it, use it  
  
Nature gave us colour  
Day and night  
So if you really got a reason  
Then you better be right  
The seasons of the year  
Still are spring and fall  
But there's nothing in the world  
That's says it's right to fight  
  
Time has changed us all  
We have our minds  
Life has taught us  
We all have our love  
Why don't we use it  
Come on and use it  
Why don't we use it  
Come on and use it  
  
La la la la la ...

"
Tragically Hip,Killing Time,"I need your confidence need to know you're mine  
When it gets right down to the killing time  
I know your heart is bad but it's all  
I've ever had we can live our lives on this righteous crime  
  
I got kicked when I was down  
And a sailor took my girl to town  
Then she licked my wounds with the sea dog's salt I drank a  
Half a bottle of jack swore I'd never take you back by the bottle's  
End I was on that phone  
  
What you call compromise I don't understand what you call compromise I don't
understand  
  
How do you walk away? how do you walk away?  
How do you walk away from a woman that gone and done you wrong?

"
Queen,Soul Brother,"God bless my soul here he comes now  
The man with the most how does he do it?  
Sure he's got style he's so heavy  
He's a trip can do anything  
Anything anything  
He's my soul brother  
  
He's my best friend he's my champion  
And he will rock you rock you rock you  
'Cause he's the saviour of the universe  
He can make you keep yourself alive  
Make yourself alive  
Ooh brother cause he's somebody somebody  
He can love  
He's my soul brother  
  
Whan you're under pressure feeling under pressure  
Yeah pressure yeah pressure  
He won't let you down  
Whan you're under pressure  
Oh feeling under pressure yeah pressure  
So he won't let you down  
He won't he won't he won't let you down  
He can do anything anything anything  
He's my soul brother  
  
Yea ah yeah yeah yeah yeah yeah  
Ooh soul brother anything (soul brother)  
Anything (soul brother) anything (soul brother)  
He's my soul brother brother brother brother brother  
Anything (soul brother) anything (soul brother)  
He's my soul brother  
  
Soul brother he can do anything  
He can do anything  
'Cause he's my soul brother  

"
Phineas And Ferb,You're Going Down,"You're goin' down) You're goin' down when I get mom to see  
(Down to the ground) This ridiculous monstrosity  
(You're goin' down) You'll never get away with this again  
(You're goin' down) You're G-O-I-N-G D-O-W-N  
(You're goin' down) Spread the news from coast to coast  
(Down to the ground) You're goin' down, your operation exposed  
(You're goin' down) I could say more, but I don't wanna boast  
(You're goin' down) Get used to butter, cause you both are toast!  
  
If a certain condition arises  
I'm the one to avert the crisis  
You think you're livin' large, but you forgot that I'm the one in charge...  
Conditionally!  
  
You're goin' down, down, down, down, down, down, down  
You're goin' down!

"
O.A.R.,To Zion Goes I,"Light of the candle, bright one's soul shined  
Woke up new morning feeling better than ever, fine  
Chest no hurt no more, something feel better  
What's all the hate for, now something feel better  
  
To Zion goes I, To Zion goes I, To Zion goes I, To Zion goes I  
Walk through the valley and I'll follow the stars  
I feel it so close now, it can't be that far  
Time some grow lonely, but time isn't done  
  
It's time to go home now, you're not on the run  
To Zion goes I, To Zion goes I, To Zion goes I, To Zion goes I  
To Zion goes I, To Zion goes I, To Zion goes I, To Zion goes I  
One step forward and I crossed the line again  
  
One step forward and I crossed the line again  
Standing on the edge of a civilization  
No one's around  
Standing on the edge of a civilization  
  
And no one's around and I ain't heard a sound, yeah  
The path is snowed over, the path lies ahead  
Soon we'll be down there, and nothing is said  
There's no need to fear love, don't let love hide  
  
Conquer the mountains way down by the riverside  
To Zion goes I, To Zion goes I, To Zion goes I, To Zion goes I  
To Zion goes I, To Zion goes I, To Zion goes I, To Zion goes I

"
Def Leppard,Truth?,"I've been burning  
And dousing the flames  
I feel the whiplash  
Of the backlash on my face  
I melt to sleep at night  
But I wake to trip the day  
Never for you never for me  
Would I kiss your feet of clay  
  
I'm still alive and so should I  
Soak up the wave of compromise  
Am I the victim of youth  
Is this the truth  
Why don't you tell me  
Why don't you tell me  
  
There's no conscience  
In charity or shame  
The voice deceives me  
But believe me it's the same  
I see the black in white  
And the color in the gray  
Better for me better for you  
Gonna bleach it all away  
  
I'm still alive and so should I  
Soak up the wave of compromise  
Am I the victim of youth  
Is this the truth  
Why don't you tell me  
Why don't you tell me  
  
Left hand gives  
And the right hand takes away  
  
Why don't you tell me  
Why don't you tell me  
I'm still alive and so should I  
Soak up the wave of compromise  
I see the scars, I hear the lies  
So what's the truth  
Why don't you tell me

"
Adele,For An Eternity,"What does it to keep us together?  
We love so strong it's like dying  
Then we fight so hard we end up crying.  
Who are you that I can't let you go?  
  
Chorus-Why don't we let peace live between us and give ourselves a chance  
To  
Live in the largeness of love.  
  
You fill me with ecstasy until  
You leave me craving your will.  
When will you end this up and down  
I've had enough of looking for you upptown.  
  
Chorus  
  
I need you as a babe needs a mother's caress,  
Your heart to me is like an act of theft,  
Without your heart I am left bereft,  
Give me all you have now I need you boy.  
Chorus For all eternity you will be mine, I'll go to battle for what  
Belongs  
To me. What troubles have I caused you to deserve this. There is no one who  
  
Will love you like me. Chorus.  
Cho

"
Doobie Brothers,Jesus Is Just Alright,"Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo  
  
Jesus is just alright with me  
Jesus is just alright, oh yeah  
Jesus is just alright with me  
Jesus is just alright  
  
I don't care what they may say  
I don't care what they may do  
I don't care what they may say  
Jesus is just alright, oh yeah  
Jesus is just alright  
  
Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo doo doo  
Doo doo doo doo doo doo  
  
Jesus is just alright with me  
Jesus is just alright, oh yeah  
Jesus is just alright with me  
Jesus is just alright  
  
I don't care what they may know  
I don't care where they may go  
I don't care where they may go  
Jesus is just alright, oh yeah!  
  
Jesus, he's my friend  
I said Jesus, he's my friend  
He took me by the hand  
He let me far from this land  
Jesus, he's my friend!  
  
Jesus is just alright with me  
Jesus is just alright, oh yeah  
Jesus is just alright with me  
Jesus is just alright  
  
I don't care what they may say  
I don't care what they may do  
I don't care what they may say  
Jesus is just alright, oh yeah

"
Peter Tosh,Rumors Of War,"Talkin' 'bout war  
And rumors of war  
Talkin' 'bout the coming of Jah  
The time is not far  
  
Oh my majesty  
Please rescue me-e-e  
Oh my majesty  
Can't you rescue me-e-e  
  
Wars  
Rumors of war  
Talkin' 'bout the coming of my father  
The time is not far  
  
God when I reach home  
How happy I'll be  
Knowing I am home  
Where I am free  
  
Talkin' 'bout war  
And rumors of war  
Talkin' bout the coming of the Negus  
The time is not far  
  
Oh my(3x) majesty  
Can't you rescue me  
  
When I look over creation  
All I see is men's denomination  
Causing complication  
Amongst the younger generation  
  
War  
Rumors of war  
Talkin' 'bout the coming of Jah Jah  
The time is not far  
  
When I reach that place  
Gonna be happy and free  
Knowing I'm in that land  
And I've got my liberty  
  
And I see war in a Beirut  
War in a...  
Lebanon  
Syria, yeah  
Pakistan  
Namibia  
Soweto  
Johannesburg  
South Africa  
  
Make sure your hands and heart are clean  
So you can rally around the red, gold and green

"
Ellie Goulding,Lights,"I had a way then  
Losing it all on my own  
I had a heart then  
But the queen has been overthrown  
And I'm not sleeping now  
The dark is too hard to beat  
And I'm not keeping up  
The strength I need to push me  
  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
And so I tell myself that I'll be strong  
And dreaming when they're gone  
'Cause they're calling, calling, calling me home  
Calling, calling, calling home  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
  
Noises, I play within my head  
Touch my own skin  
And hope they'll still be there  
And I think back to when  
My brother and my sister slept  
In another place  
The only time I feel safe  
  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
And so I tell myself that I'll be strong  
And dreaming when they're gone  
'Cause they're calling, calling, calling me home  
Calling, calling, calling home  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
And so I tell myself that I'll be strong  
Dreaming when they're gone  
'Cause they're calling, calling, calling me home  
Calling, calling, calling home  
You show the lights that stop me turn to stone  
You shine them when I'm alone  
  
Home, home  
Home, home

"
Cat Stevens,Just Another Night,"I remember standing here  
Right on this very same site  
I was dying but for you  
It was just another night  
You once rocked me in your world  
You bought me my first shoes  
I was just another lonely child  
Oh and you were much amused  
  
So you took me and you dressed me well  
All for your friends to see  
Drained my body calmly till  
There was no more left in me  
Then you walked out and you cut me cold  
Out on the road somewhere  
Why it happened well I don't know  
And I still have no idea  
  
But everybody needs a friend sometimes  
You need a little help  
And who knows maybe one day you'll seek mine  
Only time will tell  
You once held me in your arms  
You made me feel so right  
I was flying but for you  
It was just another night  
  
But everybody needs a little help  
Whether or not you think you really do  
Everybody needs a little help  
Now the time has come for you  
  
I ain't looking to fight no wars  
No more talking trash  
I'm not seeking any more pain  
Cause I've had enough of that  
But don't you worry it's alright  
If you should come around  
Any night or any day  
I won't ever let you down

"
James Taylor,Ananas,"Je t'aime encore means I love you still,  
see'est pour toujours means I always will.  
Tu me manquais trop means I missed you much,  
Je fait ce qu'il faut means I'll do what I must.  
  
Me voici a ta fenetre tous les gens me voient ici.  
Here I am at your window darling  
For all your people to see me.  
  
Ananas laisse moi une fois laisse moi te voir,  
Let me one more time, Ananas.  
Ananas, I'm loping along, hoping you're home,  
Open up and let me on in.  
  
Maybe I rise and maybe I fall,  
Maybe you lie underneath it all,  
I ain't got nothing but for what you see,  
Even my own heart don't belong to me.  
Got your river running in my blood,  
Got your fire burning in my heart.  
You got me falling like a shooting star,  
Just like some tragic work of art.  
  
Ananas laisse moi une fois laisse moi te voir,  
Let me one more time, Ananas.  
Ananas, I'm loping along, hoping you're home,  
Open up and let me on in.  
Here I am at your window baby,  
For all your people to see.  
Howling like a dog in the moonlight,  
Won't you have pity on me?

"
Halloween,Trick Or Treat,"By Geof Johnson  
  
The very best part of Halloween  
Is getting more candy than you've ever seen.  
I've got my scariest costume on.  
I scare myself when I'm all alone.  
  
Sun goes down, I'm all dressed up,  
I set out to try my luck.  
Walkin' up and down the street,  
I knock on the door and say...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
The very first house is big and dark,...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
The very next house is big and white,...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.  
  
If you go out Halloween night,  
I'll give you a tip that'll make it all right.  
Smile at everyone that you meet.  
Knock on the door and say...  
  
Trick or treat, trick or treat, Give me something good to eat.  
Trick or treat, trick or treat, Give me something good to eat.

"
Cliff Richard,Do You Wanna Dance?,"Well, do you wanna dance and hold my hand  
Squeeze me, baby,  
I'm your man  
Oh baby, do you wanna dance  
Well, do you wanna dance under the moonlight  
Squeeze and hug me all through the night  
Oh baby, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Well, do you wanna dance to a rock and roll band  
Come on, baby, give me your hand  
Oh baby, do you wanna dance  
Well, do you wanna dance under the moonlight  
Squeeze and hug me all through the night  
Oh baby, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance  
Do you, do you, do you, do you wanna dance

"
Gucci Mane,Mi Casa Tu Casa,"Chorus:  
  
Coca, coca, coca cola  
""yayo bought me everythang""  
Yulla, yulla, baking soda ""cocaine is my girlfriend"" boila, boila, boilin
water ""damn I gotta forced game"" snorta, snorta make an offer  
""no prob I could cook it for ya""  
Mi casa su casa partna  
""my partnas get stupid guallas""  
Retail shops and beauty parlors  
To ""cover up these dirty dollas""  
Mi casa su casa partna  
""my partnas get stupid guallas""  
Retail shops and beauty parlors  
To ""cover up these dirty dollas""  
  
Verse  
  
Mi casa su casa partna  
Mi casa so full of rahstas  
More ganja then reefer farmers  
You can see me with binoculars  
White girl wit me cindy lauper  
Multi deep like frank sanotra  
Gave 10 birds to waka flocka  
Told him drop em more den floza  
Whoozy like the morning after try me then yo skull get fractured  
Ransom yo lil hansom son  
So sad yo that first daughter captured  
Gucci hot as boiling water  
My pack just came cross the border  
Yo girlfriends a major snoter  
But dat bitch aint worth a quarter  
Don't give that anotha thoughta  
If you serve me and you shorta  
Once a half a eigth a quarter  
Send my goons to do the slaughter  
Hustle hard got from my father  
Take no shit got from my mother  
Never snitched and never will  
I put dat on my baby brother  
  
Chorus:  
  
Coca, coca, coca cola  
""yayo bought me everythang""  
Yulla, yulla, baking soda ""cocaine is my girlfriend"" boila, boila, boilin
water ""damn I gotta forced game"" snorta, snorta make an offer  
""no prob I could cook it for ya""  
Mi casa su casa partna  
""my partnas get stupid guallas""  
Retail shops and beauty parlors to  
""cover up these dirty dollas""  
Mi casa su casa partna  
""my partnas get stupid guallas""  
Retail shops and beauty parlors  
To ""cover up these dirty dollas""

"
Hank Williams Jr.,Devil In The Bottle,"I Come Home Late At Night  
With My Boots In My Hand  
Stumble In The Back Door  
Being Quite As I Can  
And I Know She's There In Bed  
Cold And All Alone  
And She's Cryin'  
Because I'm Breaking Up Our Home  
  
[Chorus:]  
And She Knows  
The Hell I'm Going Through  
In This World  
Inside My Head  
There's A Devil  
In The Bottle  
And He Want's  
To See Me Dead  
I Fall Into Her Arms  
And She Helps Me With My Clothes  
I Guess She Stays On With Me  
Because She Really Knows  
That I'm Tryin' Lord  
To Find My Freedom  
By Escaping To The Only  
Freedom I've Ever Known  
  
Repeat [Chorus:]  
  
Yes,There's A Devil  
In The Bottle  
And He Want's  
To See Me Dead  
And It's Killing Her  
Watching Me Die This Way

"
Waterboys,Long Way To The Light,"I'm sitting in my bedroom  
Overlooking Findhorn Bay  
Cluny Hill inn the distance  
Summer on the way  
Blue skies and sailing boats  
Like a picture in a book  
I can't believe I got here  
Or how long it took  
Living one step at a time  
Putting one foot in front of the other  
It sure feels right  
Healing on my mind  
Been a long way  
Been a long way to the light  
I'd made it to Manhattan  
Built myself a nest  
I meant to get right back to doing  
Exactly what I do best  
Pluggin' in an electric guitar  
Leading a band  
Well, if you want to give God a laugh  
Tell him your plans!  
Summer in the city  
Wilting in the heat  
Buzzing up and down to Bearsville  
And back to Hudson Street  
I learned meditation  
And how to visualize  
Just breathing, being still  
Never felt more alive!  
Living one step at a time...  
I spent the fall in transit  
Circling the moon  
Like a cat on a hot tin roof  
Like a fiddle without a tune  
I found what I was searching for  
In Mrs Caddy's book  
I had to go there straightaway  
Have myself a look  
I flew back to Scotland  
Anticipation in my bones  
The old country welcoming me  
Like a prodigal coming home  
I knelt and kissed the tarmac  
In the wild Atlantic rain  
Felt the fiery Gaelic blood  
Rising in my veins  
Living one step at a time...  
I spent the night in Glasgow  
Flew to Inverness  
I found the place and at the first  
I was not impressed  
Nobody said hello  
The faces left me cold  
Back then how was I to know  
All that would unfold?  
I entered the Sanctuary  
Heard the voice of a girl  
Sending out a circle of light  
Clear across the world  
I shuddered in the Power  
Like a seedling in a storm  
I've been traveling to this place  
Since the moment I was born  
Flew back to New York City  
Singing the big city blues  
The sand of Findhorn Bay  
Still clingin' to my shoes  
I tried to re-start my life  
But the life I knew was gone  
I had to let go everything  
But that's another song!  
Living one step at a time...  
So I'm sitting in my bedroom  
Overlooking Findhorn Bay  
Cluny Hill in the distance  
Summer on the way  
I'm watching sailing boats  
Bobbing to and fro  
Time to hit the road  
The only way I know...  
Living one step at a time...

"
